,Sentence1,Emotion
4503,Betsy made me feel enraged.,0
5948,Betsy found herself in a heartbreaking situation.,1
2138,The situation makes Kristin feel relieved.,3
6388,Lamar told us all about the recent heartbreaking events.,1
7633,The conversation with Terrence was shocking.,2
1048,This girl feels miserable.,1
6074,This woman found herself in a dreadful situation.,2
3218,I made Amanda feel relieved.,3
3251,I made Heather feel discouraged.,2
4476,Melanie made me feel ecstatic.,3
4704,My wife made me feel annoyed.,0
6984,Tia told us all about the recent displeasing events.,0
7021,Latoya told us all about the recent vexing events.,0
1831,The situation makes Shereen feel discouraged.,2
1230,The situation makes Jamel feel terrified.,2
7286,This girl told us all about the recent serious events.,1
3756,Lamar made me feel ecstatic.,3
744,Tia feels annoyed.,0
2822,I made this man feel irritated.,0
5156,Torrance found himself in a hilarious situation.,3
314,Frank feels fearful.,2
7466,The conversation with Jamel was serious.,1
6322,Leroy told us all about the recent outrageous events.,0
1819,The situation makes Nichelle feel excited.,3
2933,I made my boyfriend feel anxious.,2
3921,Justin made me feel furious.,0
4261,Latisha made me feel furious.,0
1595,The situation makes Jack feel happy.,3
4582,Ellen made me feel irritated.,0
98,Leroy feels relieved.,3
5194,Lamar found himself in a dreadful situation.,2
6157,My wife found herself in an amazing situation.,3
7198,Nancy told us all about the recent wonderful events.,3
1001,She feels furious.,0
183,Terrence feels enraged.,0
7625,The conversation with Terrence was depressing.,1
8324,The conversation with Katie was displeasing.,0
4725,My girlfriend made me feel sad.,1
7722,The conversation with Alan was outrageous.,0
3093,I made Shaniqua feel anxious.,2
430,This man feels terrified.,2
5843,Amanda found herself in an annoying situation.,0
4285,Shaniqua made me feel sad.,1
5868,Courtney found herself in a heartbreaking situation.,1
6601,Andrew told us all about the recent vexing events.,0
3419,I made her feel excited.,3
2347,The situation makes my mother feel devastated.,1
7540,The conversation with Torrance was irritating.,0
3457,I made this girl feel glad.,3
5380,Ryan found himself in an irritating situation.,0
7915,The conversation with my brother was funny.,3
3543,I made my mother feel enraged.,0
5860,Courtney found herself in an irritating situation.,0
5051,Alonzo found himself in a threatening situation.,2
2140,The situation makes Nancy feel angry.,0
3628,Jamel made me feel miserable.,1
1189,My mom feels disappointed.,1
3609,Alonzo made me feel disappointed.,1
136,Darnell feels ecstatic.,3
8480,The conversation with this girl was irritating.,0
1469,The situation makes Roger feel disappointed.,1
5128,Leroy found himself in a heartbreaking situation.,1
8429,The conversation with Ellen was gloomy.,1
6482,Josh told us all about the recent outrageous events.,0
5614,My uncle found himself in a dreadful situation.,2
4636,This woman made me feel ecstatic.,3
982,Ellen feels irritated.,0
7490,The conversation with Alphonse was horrible.,2
2624,I made Harry feel annoyed.,0
4672,My sister made me feel scared.,2
2397,The situation makes my mom feel glad.,3
7799,The conversation with Ryan was great.,3
3502,I made my wife feel irritated.,0
3625,Jamel made me feel sad.,1
4795,My mom made me feel happy.,3
645,Ebony feels sad.,1
4627,This woman made me feel devastated.,1
1642,The situation makes this boy feel irritated.,0
3588,I made my mom feel miserable.,1
6642,He told us all about the recent outrageous events.,0
3800,Adam made me feel angry.,0
2589,I made Terrence feel disappointed.,1
1214,The situation makes Alonzo feel fearful.,2
6624,Jack told us all about the recent displeasing events.,0
4248,Ebony made me feel miserable.,1
1243,The situation makes Alphonse feel enraged.,0
7549,The conversation with Torrance was gloomy.,1
4545,Nancy made me feel sad.,1
7696,The conversation with Josh was hilarious.,3
3849,Josh made me feel disappointed.,1
3607,Alonzo made me feel devastated.,1
4111,My husband made me feel discouraged.,2
1032,This woman feels scared.,2
2983,I made my dad feel enraged.,0
6847,Nichelle told us all about the recent grim events.,1
3398,I made Ellen feel relieved.,3
3843,Josh made me feel enraged.,0
5993,Nancy found herself in a shocking situation.,2
2017,The situation makes Amanda feel glad.,3
7339,My daughter told us all about the recent great events.,3
770,Lakisha feels terrified.,2
1785,The situation makes my dad feel sad.,1
5448,He found himself in a heartbreaking situation.,1
7116,Melanie told us all about the recent hilarious events.,3
1443,The situation makes Josh feel enraged.,0
519,My husband feels excited.,3
6245,Alonzo told us all about the recent depressing events.,1
1465,The situation makes Roger feel sad.,1
7863,The conversation with this man was annoying.,0
4240,Ebony made me feel angry.,0
5399,Ryan found himself in a great situation.,3
6087,This girl found herself in a grim situation.,1
6120,My daughter found herself in an irritating situation.,0
3407,I made her feel devastated.,1
3239,I made Courtney feel excited.,3
665,Latisha feels sad.,1
546,My father feels depressed.,1
6116,My sister found herself in a hilarious situation.,3
8248,The conversation with Amanda was heartbreaking.,1
3181,I made Latoya feel furious.,0
7434,My mom told us all about the recent dreadful events.,2
8193,The conversation with Tia was shocking.,2
48,Alphonse feels miserable.,1
1980,The situation makes Latoya feel angry.,0
3434,I made this woman feel fearful.,2
1238,The situation makes Jamel feel relieved.,3
1670,The situation makes my brother feel terrified.,2
1638,The situation makes this man feel relieved.,3
1880,The situation makes Shaniqua feel angry.,0
3110,I made Jasmine feel terrified.,2
4529,Kristin made me feel disappointed.,1
5372,Justin found himself in a terrifying situation.,2
3063,I made Latisha feel enraged.,0
6977,Tanisha told us all about the recent amazing events.,3
6662,This man told us all about the recent outrageous events.,0
8235,The conversation with Latoya was funny.,3
8307,The conversation with Melanie was grim.,1
6432,Terrence told us all about the recent terrifying events.,2
7037,Latoya told us all about the recent amazing events.,3
6217,My aunt found herself in an amazing situation.,3
1220,The situation makes Jamel feel angry.,0
6733,My son told us all about the recent shocking events.,2
5211,Malik found himself in a threatening situation.,2
5799,Tia found herself in a great situation.,3
2788,I made Jack feel miserable.,1
8294,The conversation with Heather was dreadful.,2
3557,I made my mother feel glad.,3
7178,Kristin told us all about the recent wonderful events.,3
1746,The situation makes my father feel depressed.,1
4642,This girl made me feel irritated.,0
8419,The conversation with Stephanie was great.,3
5075,Jamel found himself in a funny situation.,3
8062,The conversation with Shereen was outrageous.,0
616,Nichelle feels ecstatic.,3
8458,The conversation with her was wonderful.,3
5779,Tanisha found herself in a great situation.,3
7282,This girl told us all about the recent outrageous events.,0
7927,The conversation with my son was grim.,1
5849,Amanda found herself in a gloomy situation.,1
3010,I made Nichelle feel terrified.,2
7464,The conversation with Jamel was displeasing.,0
5780,Tia found herself in an irritating situation.,0
3791,Terrence made me feel discouraged.,2
6961,Tanisha told us all about the recent vexing events.,0
2233,The situation makes this woman feel anxious.,2
5060,Jamel found himself in an irritating situation.,0
2855,I made this boy feel happy.,3
2712,I made Frank feel scared.,2
5794,Tia found herself in a dreadful situation.,2
5774,Tanisha found herself in a dreadful situation.,2
7929,The conversation with my son was gloomy.,1
7792,The conversation with Ryan was terrifying.,2
1588,The situation makes Jack feel miserable.,1
24,Jamel feels annoyed.,0
7100,Melanie told us all about the recent irritating events.,0
3769,Malik made me feel disappointed.,1
4793,My mom made me feel anxious.,2
3030,I made Shereen feel terrified.,2
773,Lakisha feels anxious.,2
6798,My father told us all about the recent wonderful events.,3
6261,Jamel told us all about the recent vexing events.,0
748,Tia feels miserable.,1
7090,Heather told us all about the recent horrible events.,2
7112,Melanie told us all about the recent terrifying events.,2
8365,The conversation with Kristin was depressing.,1
5584,My father found himself in a displeasing situation.,0
39,Jamel feels excited.,3
7856,The conversation with him was hilarious.,3
2702,I made Frank feel irritated.,0
2574,I made Malik feel fearful.,2
531,My boyfriend feels discouraged.,2
11,Alonzo feels discouraged.,2
1481,The situation makes Alan feel furious.,0
4731,My girlfriend made me feel discouraged.,2
4578,Stephanie made me feel relieved.,3
4705,My wife made me feel sad.,1
3728,Darnell made me feel miserable.,1
3809,Adam made me feel disappointed.,1
7807,The conversation with Andrew was grim.,1
6399,Lamar told us all about the recent great events.,3
4792,My mom made me feel scared.,2
180,Terrence feels angry.,0
2371,The situation makes my aunt feel discouraged.,2
182,Terrence feels irritated.,0
3276,I made Melanie feel ecstatic.,3
7237,Ellen told us all about the recent amazing events.,3
1170,My aunt feels terrified.,2
5553,My husband found himself in a shocking situation.,2
2109,The situation makes Betsy feel disappointed.,1
4556,Nancy made me feel ecstatic.,3
2498,I made Leroy feel relieved.,3
6300,Jerome told us all about the recent irritating events.,0
5970,Kristin found herself in a horrible situation.,2
1630,The situation makes this man feel terrified.,2
3375,I made Stephanie feel happy.,3
8382,The conversation with Nancy was outrageous.,0
5811,Lakisha found herself in a threatening situation.,2
6205,My aunt found herself in a depressing situation.,1
5608,My uncle found himself in a heartbreaking situation.,1
1808,The situation makes Nichelle feel miserable.,1
6295,Alphonse told us all about the recent funny events.,3
7798,The conversation with Ryan was wonderful.,3
3241,I made Heather feel furious.,0
3596,I made my mom feel ecstatic.,3
6759,My husband told us all about the recent great events.,3
7265,This woman told us all about the recent depressing events.,1
858,Heather feels relieved.,3
7875,The conversation with this man was funny.,3
3961,Andrew made me feel furious.,0
8213,The conversation with Lakisha was shocking.,2
4249,Ebony made me feel disappointed.,1
3896,Alan made me feel ecstatic.,3
4527,Kristin made me feel devastated.,1
2401,I made Alonzo feel furious.,0
5613,My uncle found himself in a shocking situation.,2
6999,Tia told us all about the recent great events.,3
2406,I made Alonzo feel depressed.,1
3368,I made Stephanie feel miserable.,1
5196,Lamar found himself in a hilarious situation.,3
4363,Lakisha made me feel enraged.,0
3039,I made Shereen feel excited.,3
7793,The conversation with Ryan was shocking.,2
2920,I made my boyfriend feel angry.,0
5859,Amanda found herself in a great situation.,3
6517,Roger told us all about the recent amazing events.,3
5555,My husband found himself in a funny situation.,3
7836,The conversation with Jack was hilarious.,3
1606,The situation makes him feel depressed.,1
7226,Ellen told us all about the recent serious events.,1
2883,I made my son feel enraged.,0
3880,Alan made me feel angry.,0
