,Sentence2,Emotion
6308,Latoya told us all about the recent heartbreaking events.,1
5379,Melanie found herself in a great situation.,3
4567,Ryan made me feel devastated.,1
3377,I made Ryan feel glad.,3
61,Latoya feels furious.,0
3733,Lakisha made me feel anxious.,2
1233,The situation makes Latisha feel anxious.,2
2537,I made Lakisha feel glad.,3
3693,Shaniqua made me feel anxious.,2
4387,Jerome made me feel devastated.,1
3868,Nancy made me feel miserable.,1
4305,Alphonse made me feel sad.,1
4254,Alonzo made me feel fearful.,2
208,Amanda feels miserable.,1
6586,Stephanie told us all about the recent serious events.,1
2295,The situation makes my son feel happy.,3
1286,The situation makes Shaniqua feel depressed.,1
3025,I made Malik feel sad.,1
162,Shereen feels irritated.,0
6416,Shereen told us all about the recent hilarious events.,3
2080,The situation makes Jack feel angry.,0
8082,The conversation with Alonzo was outrageous.,0
7616,The conversation with Shereen was hilarious.,3
5552,my wife found herself in a terrifying situation.,2
3345,I made Roger feel sad.,1
3903,Ellen made me feel enraged.,0
5297,Kristin found herself in a amazing situation.,3
6970,Terrence told us all about the recent horrible events.,2
1538,The situation makes Melanie feel relieved.,3
4071,my sister made me feel discouraged.,2
5418,Courtney found herself in a wonderful situation.,3
569,my aunt feels disappointed.,1
7437,my dad told us all about the recent amazing events.,3
1250,The situation makes Jasmine feel terrified.,2
8456,The conversation with his was hilarious.,3
423,this woman feels enraged.,0
6856,Lamar told us all about the recent hilarious events.,3
3395,I made Frank feel happy.,3
8617,The conversation with my uncle was amazing.,3
6389,Nichelle told us all about the recent gloomy events.,1
456,this girl feels ecstatic.,3
5967,Josh found himself in a grim situation.,1
8375,The conversation with Josh was funny.,3
8018,The conversation with my aunt was wonderful.,3
1965,The situation makes Darnell feel sad.,1
3230,I made Andrew feel terrified.,2
325,Melanie feels sad.,1
4020,this woman made me feel angry.,0
28,Latisha feels miserable.,1
492,my daughter feels scared.,2
4335,Terrence made me feel happy.,3
3417,I made his feel glad.,3
4127,my girlfriend made me feel devastated.,1
5649,Lamar found himself in a gloomy situation.,1
7617,The conversation with Shereen was amazing.,3
1756,The situation makes my mother feel ecstatic.,3
7699,The conversation with Kristin was great.,3
38,Latisha feels relieved.,3
5634,my mom found herself in a dreadful situation.,2
5401,Courtney found herself in a vexing situation.,0
3405,I made his feel sad.,1
5762,Terrence found himself in a outrageous situation.,0
1723,The situation makes my girlfriend feel enraged.,0
6417,Shereen told us all about the recent amazing events.,3
1453,The situation makes Kristin feel anxious.,2
5806,Darnell found himself in a serious situation.,1
8232,The conversation with Jerome was terrifying.,2
4147,my mother made me feel devastated.,1
7768,The conversation with Melanie was heartbreaking.,1
3604,Ebony made me feel annoyed.,0
1212,The situation makes Ebony feel scared.,2
8473,The conversation with this man was shocking.,2
4212,Lamar made me feel scared.,2
1691,The situation makes my daughter feel discouraged.,2
7804,The conversation with Courtney was displeasing.,0
3120,I made Terrence feel angry.,0
3907,Ellen made me feel devastated.,1
3783,Tanisha made me feel enraged.,0
3584,I made my dad feel annoyed.,0
4407,Adam made me feel devastated.,1
521,my girlfriend feels furious.,0
3327,I made Josh feel devastated.,1
2354,The situation makes my father feel fearful.,2
2037,The situation makes Andrew feel glad.,3
2944,I made my mother feel annoyed.,0
461,my sister feels furious.,0
8073,The conversation with Malik was shocking.,2
7110,Justin told us all about the recent horrible events.,2
4337,Terrence made me feel glad.,3
2301,The situation makes my husband feel furious.,0
4025,this woman made me feel sad.,1
7850,The conversation with her was horrible.,2
1496,The situation makes Betsy feel ecstatic.,3
3102,I made Alphonse feel irritated.,0
8556,The conversation with my husband was hilarious.,3
6107,my brother found himself in a grim situation.,1
5742,Alphonse found himself in a outrageous situation.,0
7528,The conversation with Shaniqua was heartbreaking.,1
2819,I made her feel excited.,3
3,Ebony feels enraged.,0
86,Shaniqua feels depressed.,1
5286,Kristin found herself in a serious situation.,1
2071,The situation makes Justin feel discouraged.,2
1777,The situation makes my aunt feel glad.,3
4295,Leroy made me feel happy.,3
8123,The conversation with Leroy was annoying.,0
5944,Alan found himself in a displeasing situation.,0
3270,I made Justin feel terrified.,2
5818,Darnell found himself in a wonderful situation.,3
5354,Ellen found herself in a dreadful situation.,2
459,this girl feels excited.,3
1487,The situation makes Betsy feel devastated.,1
5678,Malik found himself in a wonderful situation.,3
7926,The conversation with my daughter was serious.,1
1402,The situation makes Amanda feel irritated.,0
8428,The conversation with Frank was heartbreaking.,1
6398,Nichelle told us all about the recent wonderful events.,3
916,Alan feels ecstatic.,3
280,Betsy feels angry.,0
1070,my brother feels terrified.,2
6691,this girl told us all about the recent threatening events.,2
119,Tia feels excited.,3
3050,I made Alonzo feel terrified.,2
1573,The situation makes Courtney feel anxious.,2
7521,The conversation with Shaniqua was vexing.,0
7338,my son told us all about the recent wonderful events.,3
4130,my girlfriend made me feel terrified.,2
1467,The situation makes Nancy feel devastated.,1
2717,I made Ellen feel glad.,3
3960,Courtney made me feel angry.,0
6020,Frank found himself in a irritating situation.,0
173,Shereen feels anxious.,2
6431,Tanisha told us all about the recent threatening events.,2
5318,Nancy found herself in a wonderful situation.,3
6474,Heather told us all about the recent dreadful events.,2
4008,she made me feel miserable.,1
7156,Alan told us all about the recent hilarious events.,3
1330,The situation makes Lakisha feel terrified.,2
5295,Kristin found herself in a funny situation.,3
1278,The situation makes Latoya feel relieved.,3
477,my sister feels glad.,3
6981,Torrance told us all about the recent vexing events.,0
3865,Nancy made me feel sad.,1
7526,The conversation with Shaniqua was serious.,1
7477,The conversation with Latisha was amazing.,3
3280,I made Jack feel angry.,0
6687,this girl told us all about the recent grim events.,1
7778,The conversation with Melanie was wonderful.,3
6591,Stephanie told us all about the recent threatening events.,2
6479,Heather told us all about the recent great events.,3
2382,The situation makes my dad feel irritated.,0
4187,my mom made me feel devastated.,1
895,Jack feels happy.,3
1369,The situation makes Shereen feel disappointed.,1
6813,my aunt told us all about the recent shocking events.,2
2469,I made Latoya feel disappointed.,1
7298,this boy told us all about the recent wonderful events.,3
4763,my uncle made me feel enraged.,0
4546,Roger made me feel depressed.,1
494,my daughter feels fearful.,2
3705,Tia made me feel sad.,1
4417,Adam made me feel glad.,3
2134,The situation makes Josh feel fearful.,2
3150,I made Torrance feel terrified.,2
5705,Jamel found himself in a depressing situation.,1
2803,I made her feel enraged.,0
6566,Melanie told us all about the recent serious events.,1
6592,Stephanie told us all about the recent terrifying events.,2
347,Stephanie feels devastated.,1
32,Latisha feels scared.,2
6628,Katie told us all about the recent heartbreaking events.,1
2856,I made this girl feel ecstatic.,3
6986,Torrance told us all about the recent serious events.,1
2129,The situation makes Josh feel disappointed.,1
2350,The situation makes my father feel terrified.,2
1695,The situation makes my daughter feel happy.,3
5620,my mom found herself in a irritating situation.,0
1858,The situation makes Alonzo feel relieved.,3
3323,I made Josh feel enraged.,0
8439,The conversation with Frank was great.,3
4128,my girlfriend made me feel miserable.,1
8296,The conversation with Harry was hilarious.,3
8466,The conversation with this man was serious.,1
7205,Ryan told us all about the recent depressing events.,1
3387,I made Frank feel devastated.,1
2243,The situation makes this boy feel enraged.,0
4393,Jerome made me feel anxious.,2
4356,Torrance made me feel ecstatic.,3
6395,Nichelle told us all about the recent funny events.,3
7548,The conversation with Tia was heartbreaking.,1
8521,The conversation with my son was vexing.,0
2363,The situation makes my uncle feel enraged.,0
6,Ebony feels depressed.,1
3408,I made his feel miserable.,1
299,Betsy feels excited.,3
439,this woman feels excited.,3
1334,The situation makes Lakisha feel fearful.,2
3981,Katie made me feel furious.,0
2878,I made my sister feel relieved.,3
3079,I made Jamel feel excited.,3
1722,The situation makes my girlfriend feel irritated.,0
8234,The conversation with Jerome was dreadful.,2
6806,my aunt told us all about the recent serious events.,1
5636,my mom found herself in a hilarious situation.,3
1096,my son feels ecstatic.,3
7067,Andrew told us all about the recent grim events.,1
2482,I made Shaniqua feel irritated.,0
2111,The situation makes Alan feel discouraged.,2
7563,The conversation with Lakisha was annoying.,0
8457,The conversation with his was amazing.,3
2696,I made Betsy feel ecstatic.,3
3574,I made my uncle feel fearful.,2
5131,Shaniqua found herself in a threatening situation.,2
5865,Andrew found himself in a depressing situation.,1
6801,my aunt told us all about the recent vexing events.,0
7963,The conversation with my girlfriend was annoying.,0
1026,this man feels depressed.,1
6356,Tia told us all about the recent hilarious events.,3
4013,she made me feel anxious.,2
7312,my brother told us all about the recent terrifying events.,2
3176,I made Darnell feel ecstatic.,3
6886,Alonzo told us all about the recent serious events.,1
7701,The conversation with Nancy was vexing.,0
7504,The conversation with Latoya was displeasing.,0
4532,Josh made me feel scared.,2
7759,The conversation with Ellen was great.,3
4003,she made me feel enraged.,0
7840,The conversation with her was irritating.,0
8083,The conversation with Alonzo was annoying.,0
1836,The situation makes Malik feel ecstatic.,3
2943,I made my mother feel enraged.,0
7933,The conversation with my daughter was shocking.,2
7523,The conversation with Shaniqua was annoying.,0
3040,I made Alonzo feel angry.,0
7052,Adam told us all about the recent terrifying events.,2
3611,Ebony made me feel discouraged.,2
634,Malik feels fearful.,2
4275,Jamel made me feel happy.,3
7060,Andrew told us all about the recent irritating events.,0
1869,The situation makes Jamel feel disappointed.,1
4155,my mother made me feel happy.,3
5727,Leroy found himself in a grim situation.,1
6542,Ellen told us all about the recent outrageous events.,0
2479,I made Latoya feel excited.,3
2868,I made my sister feel miserable.,1
7184,Roger told us all about the recent displeasing events.,0
2618,I made Amanda feel relieved.,3
2240,The situation makes this boy feel angry.,0
432,this woman feels scared.,2
4101,my wife made me feel furious.,0
7781,The conversation with Stephanie was vexing.,0
7649,The conversation with Amanda was gloomy.,1
5901,Justin found himself in a vexing situation.,0
8079,The conversation with Malik was great.,3
1222,The situation makes Latisha feel irritated.,0
6348,Tia told us all about the recent heartbreaking events.,1
